
Using cuda device


Initial
----------
VAL 1/13 | Loss: 0.7598 | Batch Time: 1.913 Seconds | Accuracy: 1.0000
VAL 2/13 | Loss: 0.8009 | Batch Time: 0.125 Seconds | Accuracy: 0.9375
VAL 3/13 | Loss: 1.0188 | Batch Time: 0.088 Seconds | Accuracy: 0.8125
VAL 4/13 | Loss: 0.8434 | Batch Time: 0.079 Seconds | Accuracy: 0.9375
VAL 5/13 | Loss: 0.8542 | Batch Time: 0.076 Seconds | Accuracy: 0.9375
VAL 6/13 | Loss: 0.7835 | Batch Time: 0.076 Seconds | Accuracy: 0.8750
VAL 7/13 | Loss: 0.6744 | Batch Time: 0.080 Seconds | Accuracy: 1.0000
VAL 8/13 | Loss: 0.4459 | Batch Time: 0.077 Seconds | Accuracy: 1.0000
VAL 9/13 | Loss: 0.7250 | Batch Time: 0.089 Seconds | Accuracy: 1.0000
VAL 10/13 | Loss: 0.8380 | Batch Time: 0.075 Seconds | Accuracy: 0.9375
VAL 11/13 | Loss: 0.5588 | Batch Time: 0.076 Seconds | Accuracy: 0.9375
VAL 12/13 | Loss: 0.6051 | Batch Time: 0.081 Seconds | Accuracy: 1.0000
VAL 13/13 | Loss: 1.5835 | Batch Time: 0.083 Seconds | Accuracy: 0.8750

Average | Loss: 0.8070 | Time: 2.918 | Accuracy: 0.9423


Epoch 1/8
*****
TRAIN 1/136 | Loss: 0.1970 | Batch Time: 1.013 Seconds | Accuracy: 1.0000
TRAIN 2/136 | Loss: 0.1288 | Batch Time: 0.556 Seconds | Accuracy: 1.0000
TRAIN 3/136 | Loss: 0.1024 | Batch Time: 0.594 Seconds | Accuracy: 1.0000
TRAIN 4/136 | Loss: 0.2181 | Batch Time: 0.552 Seconds | Accuracy: 1.0000
TRAIN 5/136 | Loss: 0.2089 | Batch Time: 0.637 Seconds | Accuracy: 1.0000
TRAIN 6/136 | Loss: 0.1466 | Batch Time: 0.556 Seconds | Accuracy: 1.0000
TRAIN 7/136 | Loss: 0.1077 | Batch Time: 0.580 Seconds | Accuracy: 1.0000
TRAIN 8/136 | Loss: 0.1709 | Batch Time: 0.567 Seconds | Accuracy: 1.0000
TRAIN 9/136 | Loss: 0.1939 | Batch Time: 0.577 Seconds | Accuracy: 1.0000
TRAIN 10/136 | Loss: 0.1264 | Batch Time: 0.577 Seconds | Accuracy: 1.0000
TRAIN 11/136 | Loss: 0.1941 | Batch Time: 0.584 Seconds | Accuracy: 1.0000
TRAIN 12/136 | Loss: 0.1287 | Batch Time: 0.583 Seconds | Accuracy: 1.0000
TRAIN 13/136 | Loss: 0.1762 | Batch Time: 0.575 Seconds | Accuracy: 1.0000
TRAIN 14/136 | Loss: 0.0517 | Batch Time: 0.671 Seconds | Accuracy: 1.0000
TRAIN 15/136 | Loss: 0.1568 | Batch Time: 0.591 Seconds | Accuracy: 1.0000
TRAIN 16/136 | Loss: 0.0507 | Batch Time: 0.567 Seconds | Accuracy: 1.0000
TRAIN 17/136 | Loss: 0.3442 | Batch Time: 0.593 Seconds | Accuracy: 1.0000
TRAIN 18/136 | Loss: 0.1087 | Batch Time: 0.585 Seconds | Accuracy: 1.0000
TRAIN 19/136 | Loss: 0.3135 | Batch Time: 0.577 Seconds | Accuracy: 1.0000
TRAIN 20/136 | Loss: 0.2715 | Batch Time: 0.613 Seconds | Accuracy: 1.0000
TRAIN 21/136 | Loss: 0.2176 | Batch Time: 0.577 Seconds | Accuracy: 1.0000
TRAIN 22/136 | Loss: 0.0564 | Batch Time: 0.723 Seconds | Accuracy: 1.0000
TRAIN 23/136 | Loss: 0.1735 | Batch Time: 0.576 Seconds | Accuracy: 1.0000
TRAIN 24/136 | Loss: 0.1256 | Batch Time: 0.630 Seconds | Accuracy: 1.0000
TRAIN 25/136 | Loss: 0.1294 | Batch Time: 0.589 Seconds | Accuracy: 1.0000
TRAIN 26/136 | Loss: 0.2176 | Batch Time: 0.606 Seconds | Accuracy: 1.0000
TRAIN 27/136 | Loss: 0.2870 | Batch Time: 0.655 Seconds | Accuracy: 1.0000
TRAIN 28/136 | Loss: 0.2079 | Batch Time: 0.584 Seconds | Accuracy: 1.0000
TRAIN 29/136 | Loss: 0.2362 | Batch Time: 0.585 Seconds | Accuracy: 1.0000
TRAIN 30/136 | Loss: 0.2058 | Batch Time: 0.587 Seconds | Accuracy: 1.0000
TRAIN 31/136 | Loss: 0.2313 | Batch Time: 0.586 Seconds | Accuracy: 1.0000
TRAIN 32/136 | Loss: 0.4552 | Batch Time: 0.582 Seconds | Accuracy: 1.0000
TRAIN 33/136 | Loss: 0.1285 | Batch Time: 0.591 Seconds | Accuracy: 1.0000
TRAIN 34/136 | Loss: 0.2508 | Batch Time: 0.590 Seconds | Accuracy: 1.0000
TRAIN 35/136 | Loss: 0.1389 | Batch Time: 0.614 Seconds | Accuracy: 1.0000
TRAIN 36/136 | Loss: 0.2708 | Batch Time: 0.585 Seconds | Accuracy: 1.0000
TRAIN 37/136 | Loss: 0.0645 | Batch Time: 0.589 Seconds | Accuracy: 1.0000
TRAIN 38/136 | Loss: 0.1723 | Batch Time: 0.600 Seconds | Accuracy: 1.0000
TRAIN 39/136 | Loss: 0.1139 | Batch Time: 0.592 Seconds | Accuracy: 1.0000
TRAIN 40/136 | Loss: 0.4160 | Batch Time: 0.771 Seconds | Accuracy: 1.0000
TRAIN 41/136 | Loss: 0.1152 | Batch Time: 0.779 Seconds | Accuracy: 1.0000
TRAIN 42/136 | Loss: 0.2509 | Batch Time: 0.663 Seconds | Accuracy: 1.0000
TRAIN 43/136 | Loss: 0.2176 | Batch Time: 0.617 Seconds | Accuracy: 1.0000
TRAIN 44/136 | Loss: 0.3341 | Batch Time: 0.614 Seconds | Accuracy: 1.0000
TRAIN 45/136 | Loss: 0.1339 | Batch Time: 0.584 Seconds | Accuracy: 1.0000
TRAIN 46/136 | Loss: 0.1424 | Batch Time: 0.601 Seconds | Accuracy: 1.0000
TRAIN 47/136 | Loss: 0.2996 | Batch Time: 0.604 Seconds | Accuracy: 1.0000
TRAIN 48/136 | Loss: 0.1634 | Batch Time: 0.693 Seconds | Accuracy: 1.0000
TRAIN 49/136 | Loss: 0.2732 | Batch Time: 0.580 Seconds | Accuracy: 1.0000
TRAIN 50/136 | Loss: 0.2146 | Batch Time: 0.650 Seconds | Accuracy: 1.0000
TRAIN 51/136 | Loss: 0.2923 | Batch Time: 0.605 Seconds | Accuracy: 1.0000
TRAIN 52/136 | Loss: 0.0739 | Batch Time: 0.694 Seconds | Accuracy: 1.0000
TRAIN 53/136 | Loss: 0.1941 | Batch Time: 0.577 Seconds | Accuracy: 1.0000
TRAIN 54/136 | Loss: 0.0729 | Batch Time: 0.783 Seconds | Accuracy: 1.0000
TRAIN 55/136 | Loss: 0.2656 | Batch Time: 0.672 Seconds | Accuracy: 1.0000
TRAIN 56/136 | Loss: 0.1610 | Batch Time: 0.713 Seconds | Accuracy: 1.0000
TRAIN 57/136 | Loss: 0.3255 | Batch Time: 0.609 Seconds | Accuracy: 1.0000
TRAIN 58/136 | Loss: 0.3577 | Batch Time: 0.611 Seconds | Accuracy: 1.0000
TRAIN 59/136 | Loss: 0.2946 | Batch Time: 0.603 Seconds | Accuracy: 1.0000
TRAIN 60/136 | Loss: 0.2714 | Batch Time: 0.635 Seconds | Accuracy: 1.0000
TRAIN 61/136 | Loss: 0.1756 | Batch Time: 0.660 Seconds | Accuracy: 1.0000
TRAIN 62/136 | Loss: 0.1956 | Batch Time: 0.612 Seconds | Accuracy: 1.0000
TRAIN 63/136 | Loss: 0.2067 | Batch Time: 0.606 Seconds | Accuracy: 1.0000
TRAIN 64/136 | Loss: 0.3050 | Batch Time: 0.621 Seconds | Accuracy: 0.9375
TRAIN 65/136 | Loss: 0.2081 | Batch Time: 0.600 Seconds | Accuracy: 1.0000
TRAIN 66/136 | Loss: 0.1823 | Batch Time: 0.602 Seconds | Accuracy: 1.0000
TRAIN 67/136 | Loss: 0.0778 | Batch Time: 0.641 Seconds | Accuracy: 1.0000
TRAIN 68/136 | Loss: 0.1497 | Batch Time: 0.600 Seconds | Accuracy: 1.0000
TRAIN 69/136 | Loss: 0.1585 | Batch Time: 0.643 Seconds | Accuracy: 1.0000
TRAIN 70/136 | Loss: 0.2435 | Batch Time: 0.607 Seconds | Accuracy: 1.0000
TRAIN 71/136 | Loss: 0.1094 | Batch Time: 0.664 Seconds | Accuracy: 1.0000
TRAIN 72/136 | Loss: 0.2973 | Batch Time: 0.662 Seconds | Accuracy: 1.0000
TRAIN 73/136 | Loss: 0.4286 | Batch Time: 0.616 Seconds | Accuracy: 0.9375
TRAIN 74/136 | Loss: 0.7455 | Batch Time: 0.612 Seconds | Accuracy: 1.0000
TRAIN 75/136 | Loss: 0.1133 | Batch Time: 0.626 Seconds | Accuracy: 1.0000
TRAIN 76/136 | Loss: 0.3788 | Batch Time: 0.638 Seconds | Accuracy: 1.0000
TRAIN 77/136 | Loss: 0.1869 | Batch Time: 0.596 Seconds | Accuracy: 1.0000
TRAIN 78/136 | Loss: 0.5254 | Batch Time: 0.626 Seconds | Accuracy: 1.0000
TRAIN 79/136 | Loss: 0.2270 | Batch Time: 0.647 Seconds | Accuracy: 1.0000
