
Using cuda device


Initial
----------
VAL 1/125 | Loss: 5.0211 | Batch Time: 1.384 Seconds | Accuracy: 0.0625
VAL 2/125 | Loss: 4.8054 | Batch Time: 0.069 Seconds | Accuracy: 0.3750
VAL 3/125 | Loss: 4.9626 | Batch Time: 0.050 Seconds | Accuracy: 0.1250
VAL 4/125 | Loss: 4.9784 | Batch Time: 0.047 Seconds | Accuracy: 0.2500
VAL 5/125 | Loss: 4.7530 | Batch Time: 0.047 Seconds | Accuracy: 0.4375
VAL 6/125 | Loss: 4.7963 | Batch Time: 0.059 Seconds | Accuracy: 0.5625
VAL 7/125 | Loss: 4.9680 | Batch Time: 0.062 Seconds | Accuracy: 0.1875
VAL 8/125 | Loss: 4.8353 | Batch Time: 0.057 Seconds | Accuracy: 0.5625
VAL 9/125 | Loss: 4.8645 | Batch Time: 0.067 Seconds | Accuracy: 0.5000
VAL 10/125 | Loss: 4.9458 | Batch Time: 0.069 Seconds | Accuracy: 0.1875
VAL 11/125 | Loss: 4.9951 | Batch Time: 0.073 Seconds | Accuracy: 0.1875
VAL 12/125 | Loss: 4.8052 | Batch Time: 0.077 Seconds | Accuracy: 0.1875
VAL 13/125 | Loss: 4.8442 | Batch Time: 0.074 Seconds | Accuracy: 0.5000
VAL 14/125 | Loss: 5.0889 | Batch Time: 0.076 Seconds | Accuracy: 0.0000
VAL 15/125 | Loss: 4.8519 | Batch Time: 0.080 Seconds | Accuracy: 0.4375
VAL 16/125 | Loss: 4.7622 | Batch Time: 0.074 Seconds | Accuracy: 0.6875
VAL 17/125 | Loss: 4.8681 | Batch Time: 0.074 Seconds | Accuracy: 0.3750
VAL 18/125 | Loss: 4.9100 | Batch Time: 0.076 Seconds | Accuracy: 0.3125
VAL 19/125 | Loss: 4.6749 | Batch Time: 0.057 Seconds | Accuracy: 0.6250
VAL 20/125 | Loss: 4.8660 | Batch Time: 0.057 Seconds | Accuracy: 0.2500
VAL 21/125 | Loss: 4.8231 | Batch Time: 0.051 Seconds | Accuracy: 0.1875
VAL 22/125 | Loss: 4.7279 | Batch Time: 0.057 Seconds | Accuracy: 0.6250
VAL 23/125 | Loss: 4.8772 | Batch Time: 0.059 Seconds | Accuracy: 0.5000
VAL 24/125 | Loss: 4.9289 | Batch Time: 0.057 Seconds | Accuracy: 0.3125
VAL 25/125 | Loss: 4.8845 | Batch Time: 0.052 Seconds | Accuracy: 0.4375
