
Using cuda device


Initial
----------
VAL 1/13 | Loss: 0.4104 | Batch Time: 1.171 Seconds | Accuracy: 0.9375
VAL 2/13 | Loss: 0.3211 | Batch Time: 0.064 Seconds | Accuracy: 0.9375
VAL 3/13 | Loss: 0.5724 | Batch Time: 0.048 Seconds | Accuracy: 0.8750
VAL 4/13 | Loss: 0.3487 | Batch Time: 0.050 Seconds | Accuracy: 0.8750
VAL 5/13 | Loss: 0.2495 | Batch Time: 0.058 Seconds | Accuracy: 0.9375
VAL 6/13 | Loss: 0.1154 | Batch Time: 0.066 Seconds | Accuracy: 1.0000
VAL 7/13 | Loss: 0.1382 | Batch Time: 0.061 Seconds | Accuracy: 1.0000
VAL 8/13 | Loss: 0.3393 | Batch Time: 0.057 Seconds | Accuracy: 0.9375
VAL 9/13 | Loss: 0.3844 | Batch Time: 0.062 Seconds | Accuracy: 0.9375
VAL 10/13 | Loss: 0.5909 | Batch Time: 0.054 Seconds | Accuracy: 0.8125
VAL 11/13 | Loss: 0.2776 | Batch Time: 0.057 Seconds | Accuracy: 1.0000
VAL 12/13 | Loss: 0.2562 | Batch Time: 0.046 Seconds | Accuracy: 1.0000
VAL 13/13 | Loss: 0.0219 | Batch Time: 0.049 Seconds | Accuracy: 1.0000

Average | Loss: 0.3097 | Time: 1.843 | Accuracy: 0.9423


Epoch 1/8
*****
TRAIN 1/125 | Loss: 0.0085 | Batch Time: 0.845 Seconds | Accuracy: 1.0000
TRAIN 2/125 | Loss: 0.0161 | Batch Time: 0.526 Seconds | Accuracy: 1.0000
TRAIN 3/125 | Loss: 0.0173 | Batch Time: 0.536 Seconds | Accuracy: 1.0000
TRAIN 4/125 | Loss: 0.0244 | Batch Time: 0.525 Seconds | Accuracy: 1.0000
TRAIN 5/125 | Loss: 0.0468 | Batch Time: 0.571 Seconds | Accuracy: 1.0000
TRAIN 6/125 | Loss: 0.0282 | Batch Time: 0.584 Seconds | Accuracy: 1.0000
TRAIN 7/125 | Loss: 0.0271 | Batch Time: 0.530 Seconds | Accuracy: 1.0000
TRAIN 8/125 | Loss: 0.0754 | Batch Time: 0.584 Seconds | Accuracy: 1.0000
TRAIN 9/125 | Loss: 0.0192 | Batch Time: 0.533 Seconds | Accuracy: 1.0000
TRAIN 10/125 | Loss: 0.0240 | Batch Time: 0.632 Seconds | Accuracy: 1.0000
TRAIN 11/125 | Loss: 0.0189 | Batch Time: 0.534 Seconds | Accuracy: 1.0000
TRAIN 12/125 | Loss: 0.0277 | Batch Time: 0.585 Seconds | Accuracy: 1.0000
TRAIN 13/125 | Loss: 0.0123 | Batch Time: 0.576 Seconds | Accuracy: 1.0000
TRAIN 14/125 | Loss: 0.0078 | Batch Time: 0.607 Seconds | Accuracy: 1.0000
TRAIN 15/125 | Loss: 0.0170 | Batch Time: 0.570 Seconds | Accuracy: 1.0000
TRAIN 16/125 | Loss: 0.0590 | Batch Time: 0.627 Seconds | Accuracy: 1.0000
TRAIN 17/125 | Loss: 0.0655 | Batch Time: 0.708 Seconds | Accuracy: 1.0000
