
Using cuda device


Initial
----------
VAL 1/13 | Loss: 4.6473 | Batch Time: 4.244 Seconds | Accuracy: 0.3750
VAL 2/13 | Loss: 5.4879 | Batch Time: 0.076 Seconds | Accuracy: 0.2500
VAL 3/13 | Loss: 5.2229 | Batch Time: 0.061 Seconds | Accuracy: 0.5000
VAL 4/13 | Loss: 4.9347 | Batch Time: 0.059 Seconds | Accuracy: 0.4375
VAL 5/13 | Loss: 4.9135 | Batch Time: 0.051 Seconds | Accuracy: 0.3125
VAL 6/13 | Loss: 4.9923 | Batch Time: 0.065 Seconds | Accuracy: 0.1875
VAL 7/13 | Loss: 4.7572 | Batch Time: 0.071 Seconds | Accuracy: 0.4375
VAL 8/13 | Loss: 5.0667 | Batch Time: 0.040 Seconds | Accuracy: 0.3125
VAL 9/13 | Loss: 6.0276 | Batch Time: 0.036 Seconds | Accuracy: 0.0625
VAL 10/13 | Loss: 5.5791 | Batch Time: 0.039 Seconds | Accuracy: 0.1875
VAL 11/13 | Loss: 5.0291 | Batch Time: 0.035 Seconds | Accuracy: 0.3125
VAL 12/13 | Loss: 4.6816 | Batch Time: 0.036 Seconds | Accuracy: 0.3125
VAL 13/13 | Loss: 7.2794 | Batch Time: 0.073 Seconds | Accuracy: 0.1250

Average | Loss: 5.2784 | Time: 4.887 | Accuracy: 0.2933


Epoch 1/8
*****
TRAIN 1/125 | Loss: 5.2600 | Batch Time: 1.430 Seconds | Accuracy: 0.1875
TRAIN 2/125 | Loss: 6.3380 | Batch Time: 0.539 Seconds | Accuracy: 0.1875
TRAIN 3/125 | Loss: 7.3641 | Batch Time: 0.756 Seconds | Accuracy: 0.1250
TRAIN 4/125 | Loss: 6.9099 | Batch Time: 0.589 Seconds | Accuracy: 0.0625
TRAIN 5/125 | Loss: 6.6989 | Batch Time: 0.608 Seconds | Accuracy: 0.0000
TRAIN 6/125 | Loss: 6.1155 | Batch Time: 0.602 Seconds | Accuracy: 0.1875
TRAIN 7/125 | Loss: 5.2376 | Batch Time: 0.594 Seconds | Accuracy: 0.1875
TRAIN 8/125 | Loss: 7.0235 | Batch Time: 0.624 Seconds | Accuracy: 0.0000
TRAIN 9/125 | Loss: 6.2960 | Batch Time: 0.564 Seconds | Accuracy: 0.0625
TRAIN 10/125 | Loss: 5.1875 | Batch Time: 0.636 Seconds | Accuracy: 0.1875
TRAIN 11/125 | Loss: 5.5294 | Batch Time: 0.611 Seconds | Accuracy: 0.1250
TRAIN 12/125 | Loss: 7.1418 | Batch Time: 0.599 Seconds | Accuracy: 0.0625
TRAIN 13/125 | Loss: 3.8946 | Batch Time: 0.583 Seconds | Accuracy: 0.5000
TRAIN 14/125 | Loss: 4.2561 | Batch Time: 0.593 Seconds | Accuracy: 0.3750
TRAIN 15/125 | Loss: 4.0273 | Batch Time: 0.594 Seconds | Accuracy: 0.4375
TRAIN 16/125 | Loss: 5.6725 | Batch Time: 0.743 Seconds | Accuracy: 0.1875
TRAIN 17/125 | Loss: 3.5768 | Batch Time: 0.605 Seconds | Accuracy: 0.4375
TRAIN 18/125 | Loss: 6.9292 | Batch Time: 0.675 Seconds | Accuracy: 0.0625
TRAIN 19/125 | Loss: 5.7107 | Batch Time: 0.632 Seconds | Accuracy: 0.1250
TRAIN 20/125 | Loss: 5.1842 | Batch Time: 0.663 Seconds | Accuracy: 0.1250
TRAIN 21/125 | Loss: 5.5406 | Batch Time: 0.590 Seconds | Accuracy: 0.1250
TRAIN 22/125 | Loss: 5.0699 | Batch Time: 0.654 Seconds | Accuracy: 0.1875
TRAIN 23/125 | Loss: 4.7857 | Batch Time: 0.618 Seconds | Accuracy: 0.1875
TRAIN 24/125 | Loss: 4.1505 | Batch Time: 0.649 Seconds | Accuracy: 0.3750
TRAIN 25/125 | Loss: 5.1786 | Batch Time: 0.780 Seconds | Accuracy: 0.2500
TRAIN 26/125 | Loss: 2.4452 | Batch Time: 0.633 Seconds | Accuracy: 0.6250
TRAIN 27/125 | Loss: 3.4097 | Batch Time: 0.659 Seconds | Accuracy: 0.3125
TRAIN 28/125 | Loss: 4.6102 | Batch Time: 0.785 Seconds | Accuracy: 0.3125
