
Using cuda device


Initial
----------
VAL 1/13 | Loss: 1.2361 | Batch Time: 5.027 Seconds | Accuracy: 0.8750
VAL 2/13 | Loss: 1.5165 | Batch Time: 0.085 Seconds | Accuracy: 0.9375
VAL 3/13 | Loss: 1.6495 | Batch Time: 0.060 Seconds | Accuracy: 0.8750
VAL 4/13 | Loss: 1.8746 | Batch Time: 0.055 Seconds | Accuracy: 0.7500
VAL 5/13 | Loss: 1.8036 | Batch Time: 0.058 Seconds | Accuracy: 0.8125
VAL 6/13 | Loss: 1.6911 | Batch Time: 0.060 Seconds | Accuracy: 0.9375
VAL 7/13 | Loss: 1.4068 | Batch Time: 0.049 Seconds | Accuracy: 0.9375
VAL 8/13 | Loss: 1.5374 | Batch Time: 0.045 Seconds | Accuracy: 0.9375
VAL 9/13 | Loss: 1.7372 | Batch Time: 0.094 Seconds | Accuracy: 1.0000
VAL 10/13 | Loss: 1.8675 | Batch Time: 0.071 Seconds | Accuracy: 0.8125
VAL 11/13 | Loss: 1.7388 | Batch Time: 0.176 Seconds | Accuracy: 0.9375
VAL 12/13 | Loss: 2.0201 | Batch Time: 0.089 Seconds | Accuracy: 0.8750
VAL 13/13 | Loss: 4.1239 | Batch Time: 0.114 Seconds | Accuracy: 0.5000

Average | Loss: 1.8618 | Time: 5.984 | Accuracy: 0.8606


Epoch 1/8
*****
TRAIN 1/136 | Loss: 1.3845 | Batch Time: 2.148 Seconds | Accuracy: 1.0000
TRAIN 2/136 | Loss: 1.7565 | Batch Time: 0.554 Seconds | Accuracy: 0.9375
TRAIN 3/136 | Loss: 1.0497 | Batch Time: 0.617 Seconds | Accuracy: 1.0000
TRAIN 4/136 | Loss: 2.1944 | Batch Time: 0.597 Seconds | Accuracy: 0.8750
TRAIN 5/136 | Loss: 1.5315 | Batch Time: 0.643 Seconds | Accuracy: 1.0000
TRAIN 6/136 | Loss: 1.6998 | Batch Time: 0.645 Seconds | Accuracy: 1.0000
TRAIN 7/136 | Loss: 0.9669 | Batch Time: 0.611 Seconds | Accuracy: 1.0000
TRAIN 8/136 | Loss: 1.5687 | Batch Time: 0.576 Seconds | Accuracy: 1.0000
TRAIN 9/136 | Loss: 1.6016 | Batch Time: 0.659 Seconds | Accuracy: 1.0000
TRAIN 10/136 | Loss: 1.2679 | Batch Time: 0.592 Seconds | Accuracy: 1.0000
TRAIN 11/136 | Loss: 1.5961 | Batch Time: 0.676 Seconds | Accuracy: 1.0000
TRAIN 12/136 | Loss: 0.9653 | Batch Time: 0.667 Seconds | Accuracy: 1.0000
TRAIN 13/136 | Loss: 1.5778 | Batch Time: 0.620 Seconds | Accuracy: 0.9375
TRAIN 14/136 | Loss: 0.4562 | Batch Time: 0.688 Seconds | Accuracy: 1.0000
TRAIN 15/136 | Loss: 1.3377 | Batch Time: 0.624 Seconds | Accuracy: 1.0000
TRAIN 16/136 | Loss: 1.1418 | Batch Time: 0.771 Seconds | Accuracy: 1.0000
TRAIN 17/136 | Loss: 1.8063 | Batch Time: 0.894 Seconds | Accuracy: 1.0000
TRAIN 18/136 | Loss: 1.1862 | Batch Time: 0.810 Seconds | Accuracy: 1.0000
TRAIN 19/136 | Loss: 2.0067 | Batch Time: 0.741 Seconds | Accuracy: 0.8750
