
Using cuda device


Initial
----------
VAL 1/13 | Loss: 0.6337 | Batch Time: 5.792 Seconds | Accuracy: 1.0000
VAL 2/13 | Loss: 0.9036 | Batch Time: 0.056 Seconds | Accuracy: 0.9375
VAL 3/13 | Loss: 1.2782 | Batch Time: 0.041 Seconds | Accuracy: 0.8750
VAL 4/13 | Loss: 1.3344 | Batch Time: 0.041 Seconds | Accuracy: 0.8750
VAL 5/13 | Loss: 0.8607 | Batch Time: 0.041 Seconds | Accuracy: 0.8125
VAL 6/13 | Loss: 1.1827 | Batch Time: 0.039 Seconds | Accuracy: 0.9375
VAL 7/13 | Loss: 0.7005 | Batch Time: 0.040 Seconds | Accuracy: 1.0000
VAL 8/13 | Loss: 1.0958 | Batch Time: 0.037 Seconds | Accuracy: 0.9375
VAL 9/13 | Loss: 0.9558 | Batch Time: 0.035 Seconds | Accuracy: 0.9375
VAL 10/13 | Loss: 1.1280 | Batch Time: 0.041 Seconds | Accuracy: 0.9375
VAL 11/13 | Loss: 0.8280 | Batch Time: 0.045 Seconds | Accuracy: 1.0000
VAL 12/13 | Loss: 1.0258 | Batch Time: 0.048 Seconds | Accuracy: 1.0000
VAL 13/13 | Loss: 0.6495 | Batch Time: 0.068 Seconds | Accuracy: 1.0000

Average | Loss: 0.9674 | Time: 6.324 | Accuracy: 0.9423


Epoch 1/8
*****
TRAIN 1/125 | Loss: 0.4479 | Batch Time: 2.290 Seconds | Accuracy: 1.0000
TRAIN 2/125 | Loss: 0.7800 | Batch Time: 0.757 Seconds | Accuracy: 1.0000
TRAIN 3/125 | Loss: 0.2794 | Batch Time: 0.573 Seconds | Accuracy: 1.0000
TRAIN 4/125 | Loss: 0.3354 | Batch Time: 0.542 Seconds | Accuracy: 1.0000
TRAIN 5/125 | Loss: 0.5252 | Batch Time: 0.576 Seconds | Accuracy: 1.0000
TRAIN 6/125 | Loss: 0.3274 | Batch Time: 0.558 Seconds | Accuracy: 1.0000
TRAIN 7/125 | Loss: 0.3533 | Batch Time: 0.587 Seconds | Accuracy: 1.0000
TRAIN 8/125 | Loss: 0.5394 | Batch Time: 0.574 Seconds | Accuracy: 1.0000
TRAIN 9/125 | Loss: 0.4367 | Batch Time: 0.551 Seconds | Accuracy: 1.0000
TRAIN 10/125 | Loss: 0.3190 | Batch Time: 0.617 Seconds | Accuracy: 1.0000
TRAIN 11/125 | Loss: 0.4684 | Batch Time: 0.562 Seconds | Accuracy: 1.0000
TRAIN 12/125 | Loss: 0.5288 | Batch Time: 0.570 Seconds | Accuracy: 1.0000
TRAIN 13/125 | Loss: 0.1128 | Batch Time: 0.662 Seconds | Accuracy: 1.0000
TRAIN 14/125 | Loss: 0.7841 | Batch Time: 0.566 Seconds | Accuracy: 1.0000
TRAIN 15/125 | Loss: 0.5561 | Batch Time: 0.597 Seconds | Accuracy: 1.0000
TRAIN 16/125 | Loss: 0.7512 | Batch Time: 0.664 Seconds | Accuracy: 1.0000
TRAIN 17/125 | Loss: 0.4720 | Batch Time: 0.723 Seconds | Accuracy: 1.0000
TRAIN 18/125 | Loss: 0.7760 | Batch Time: 0.565 Seconds | Accuracy: 1.0000
TRAIN 19/125 | Loss: 0.5713 | Batch Time: 0.627 Seconds | Accuracy: 1.0000
TRAIN 20/125 | Loss: 0.3640 | Batch Time: 0.658 Seconds | Accuracy: 1.0000
TRAIN 21/125 | Loss: 0.9334 | Batch Time: 0.609 Seconds | Accuracy: 1.0000
TRAIN 22/125 | Loss: 0.5404 | Batch Time: 0.707 Seconds | Accuracy: 1.0000
TRAIN 23/125 | Loss: 0.6441 | Batch Time: 0.865 Seconds | Accuracy: 1.0000
TRAIN 24/125 | Loss: 0.4586 | Batch Time: 0.601 Seconds | Accuracy: 1.0000
TRAIN 25/125 | Loss: 0.6486 | Batch Time: 0.597 Seconds | Accuracy: 1.0000
TRAIN 26/125 | Loss: 0.6269 | Batch Time: 0.741 Seconds | Accuracy: 1.0000
TRAIN 27/125 | Loss: 0.5333 | Batch Time: 0.683 Seconds | Accuracy: 1.0000
TRAIN 28/125 | Loss: 0.5776 | Batch Time: 0.602 Seconds | Accuracy: 0.9375
TRAIN 29/125 | Loss: 0.2990 | Batch Time: 0.661 Seconds | Accuracy: 1.0000
TRAIN 30/125 | Loss: 0.8972 | Batch Time: 0.647 Seconds | Accuracy: 1.0000
TRAIN 31/125 | Loss: 0.4926 | Batch Time: 0.670 Seconds | Accuracy: 1.0000
TRAIN 32/125 | Loss: 0.5052 | Batch Time: 0.678 Seconds | Accuracy: 1.0000
TRAIN 33/125 | Loss: 0.4982 | Batch Time: 0.592 Seconds | Accuracy: 1.0000
TRAIN 34/125 | Loss: 0.5430 | Batch Time: 0.672 Seconds | Accuracy: 1.0000
TRAIN 35/125 | Loss: 0.4762 | Batch Time: 0.661 Seconds | Accuracy: 0.9375
TRAIN 36/125 | Loss: 0.6095 | Batch Time: 0.799 Seconds | Accuracy: 0.9375
TRAIN 37/125 | Loss: 0.4798 | Batch Time: 0.669 Seconds | Accuracy: 1.0000
TRAIN 38/125 | Loss: 0.6434 | Batch Time: 0.700 Seconds | Accuracy: 1.0000
TRAIN 39/125 | Loss: 0.5270 | Batch Time: 0.706 Seconds | Accuracy: 1.0000
TRAIN 40/125 | Loss: 0.8532 | Batch Time: 0.635 Seconds | Accuracy: 1.0000
TRAIN 41/125 | Loss: 0.5358 | Batch Time: 0.790 Seconds | Accuracy: 1.0000
TRAIN 42/125 | Loss: 0.4594 | Batch Time: 0.707 Seconds | Accuracy: 1.0000
TRAIN 43/125 | Loss: 0.2785 | Batch Time: 0.644 Seconds | Accuracy: 1.0000
TRAIN 44/125 | Loss: 0.4578 | Batch Time: 0.733 Seconds | Accuracy: 1.0000
TRAIN 45/125 | Loss: 0.3638 | Batch Time: 0.665 Seconds | Accuracy: 1.0000
TRAIN 46/125 | Loss: 0.4293 | Batch Time: 0.711 Seconds | Accuracy: 1.0000
TRAIN 47/125 | Loss: 0.6431 | Batch Time: 0.767 Seconds | Accuracy: 1.0000
TRAIN 48/125 | Loss: 0.3788 | Batch Time: 0.794 Seconds | Accuracy: 1.0000
TRAIN 49/125 | Loss: 0.4311 | Batch Time: 0.813 Seconds | Accuracy: 1.0000
TRAIN 50/125 | Loss: 0.2755 | Batch Time: 0.767 Seconds | Accuracy: 1.0000
TRAIN 51/125 | Loss: 0.5926 | Batch Time: 0.699 Seconds | Accuracy: 1.0000
TRAIN 52/125 | Loss: 0.9651 | Batch Time: 0.687 Seconds | Accuracy: 1.0000
TRAIN 53/125 | Loss: 0.9299 | Batch Time: 0.878 Seconds | Accuracy: 1.0000
TRAIN 54/125 | Loss: 0.8631 | Batch Time: 0.636 Seconds | Accuracy: 1.0000
TRAIN 55/125 | Loss: 0.7445 | Batch Time: 0.776 Seconds | Accuracy: 1.0000
TRAIN 56/125 | Loss: 0.4030 | Batch Time: 0.689 Seconds | Accuracy: 1.0000
TRAIN 57/125 | Loss: 0.3992 | Batch Time: 0.682 Seconds | Accuracy: 1.0000
TRAIN 58/125 | Loss: 0.5965 | Batch Time: 0.918 Seconds | Accuracy: 1.0000
TRAIN 59/125 | Loss: 0.5202 | Batch Time: 0.654 Seconds | Accuracy: 1.0000
TRAIN 60/125 | Loss: 0.9460 | Batch Time: 0.662 Seconds | Accuracy: 1.0000
TRAIN 61/125 | Loss: 0.4507 | Batch Time: 0.825 Seconds | Accuracy: 1.0000
TRAIN 62/125 | Loss: 0.5388 | Batch Time: 0.779 Seconds | Accuracy: 1.0000
TRAIN 63/125 | Loss: 0.1912 | Batch Time: 0.756 Seconds | Accuracy: 1.0000
TRAIN 64/125 | Loss: 0.6854 | Batch Time: 0.770 Seconds | Accuracy: 1.0000
